SAMPLE_EVENT_INFO_HISTORY_ID,EVENT_SMAS_ID,SITE_TYPE_DPRTMNT_INTRST_IND,SITE_TYPE_EXTRNL_SUGG_IND,SITE_TYPE_LNG_TRM_TRND_IND,SITE_TYPE_MLTPLT_IND,SITE_TYPE_PROBABILISTIC_IND,SITE_TYPE_RAS_IND,SITE_TYPE_REFERENCE_IND,SITE_TYPE_RMN_IND,SITE_TYPE_SPCL_STDY_IND,SITE_TYPE_UNASSD_PWL_IND,EVENT_BASELINE,EVENT_EXTENT,DISCH_COLLECT_IND,TOTAL_DISCH,SEI_BIOSAMPLE_COLLECT_IND,SEIH_BIOSAMPLE_COLLECT_IND,SEIH_BIOSAMPLE_TYPE,SEIH_WATER_CHEM_COLLECT_IND,SEIH_CHEM_QAQC_IND,SEIH_CHEM_QAQC_TYPE,SEIH_CHEM_SAMP_LOC,SEIH_CHEM_SAMP_EQUP,SEIH_MICROTOX_IND,SEIH_ORG_FOR_TOXICS_IND,SEIH_DEPTH,SEIH_DEPTH_QLFR,SEIH_WIDTH,SEIH_WIDTH_QLFR,SEIH_SPEED_OF_STREAM_CURRENT,SEIH_SPD_OF_STRM_CURRENT_QLFR,SEIH_SECCHI,SEIH_SECCHI_QLFR,SEIH_ALGAE_DIATOMS_PRESENT,SEIH_THICKNESS_DIATOMS_PRESENT,SEIH_ALGAE_SUSPENDED_IND,SEIH_ALGAE_FILAMENTOUS_IND,MFDH_MACROPHYTES,SEIH_CANOPY,SEIH_EMBEDDEDNESS,SEIH_EMBEDDEDNESS_QLFR,SEIH_ROCK,SEIH_RUBBLE,SEIH_GRAVEL,SEIH_SAND,SEIH_SILT,SEIH_CLAY,SEIH_LAND_USE,SEIH_YSI_METER_ID,SEIH_TEMPERATURE,SEIH_CONDUCTANCE,SEIH_DISSOLVED_OXYGEN,SEIH_PH,SEIH_PCT_SATURATION,SEIH_SALINITY,SEIH_Chl_ugL,SEIH_Chl_RFU,SEIH_PC_ugL,SEIH_PC_RFU,SEIH_GENERAL_COMMENT,CHEM_RESULT_RCVD_IND,CHEM_RESULT_RCVD_NOTE,CREATE_DATE,END_DATE,UPDATE_DATE,UPDATED_BY_GUID
472,11-HOOS_S-56.3_19840625,,,,,,,,,,,,,,,,TRUE,M,,,,,,FALSE,FALSE,0.3,,,,70,,,,,,FALSE,FALSE,0,,,,,,,,,,,,21,230,10,8.4,,,,,,,,,,,,,
473,11-HOOS_S-57.2_19840625,,,,,,,,,,,,,,,,TRUE,M,,,,,,FALSE,FALSE,0.3,,10,,80,,,,,,FALSE,FALSE,0,,,,,,,,,,,,21,160,9,8.4,,,,,,,,,,,,,
474,11-HOOS-20.8_19840626,,,,,,,,,,,,,,,,FALSE,N,,,,,,FALSE,FALSE,0.5,,37,,90,,,,,,FALSE,FALSE,0,,,,,,,,,,,,20,200,10.8,8.8,,,,,,,,,,,,,
475,11-HOOS-22.7_19840626,,,,,,,,,,,,,,,,TRUE,M,,,,,,FALSE,FALSE,0.3,,26,,85,,,,,,FALSE,FALSE,0,,,,,,,,,,,,21,220,10.2,8.8,,,,,,,,,,,,,
476,11-HOOS-25.4_19840626,,,,,,,,,,,,,,,,TRUE,M,,,,,,FALSE,FALSE,0.5,,18,,80,,,,,,FALSE,TRUE,0,,,,,,,,,,,,20,220,10.2,8.9,,,,,,,,,,,,,
477,11-HOOS-29.3_19840626,,,,,,,,,,,,,,,,TRUE,M,,,,,,FALSE,FALSE,0.5,,,,80,,,,,,FALSE,TRUE,0,,,,,,,,,,,,19,210,11.2,8.7,,,,,,,,,,,,,
478,11-HOOS-35.3_19840626,,,,,,,,,,,,,,,,TRUE,M,,,,,,FALSE,FALSE,0.4,,34,,100,,,,,,FALSE,TRUE,0,,,,,,,,,,,,18,225,10.6,8.6,,,,,,,,,,,,,
479,11-HOOS-40.1_19840626,,,,,,,,,,,,,,,,TRUE,M,,,,,,FALSE,FALSE,0.4,,17,,80,,,,,,FALSE,TRUE,0,,,,,,,,,,,,18,210,11.4,8.6,,,,,,,,,,,,,
480,11-HOOS-6.5_19840627,,,,,,,,,,,,,,,,TRUE,M,,,,,,FALSE,FALSE,0.3,,,,100,,,,,,FALSE,FALSE,0,,,,,,,,,,,,21,220,9.8,8.7,,,,,,,,,,,,,
481,11-HOOS-12.6_19840627,,,,,,,,,,,,,,,,TRUE,M,,,,,,FALSE,FALSE,,,,,,,,,,,FALSE,TRUE,0,,,,,,,,,,,,24,240,,9,,,,,,,,,,,,,
482,11-WALL-1.5_19840627,,,,,,,,,,,,,,,,TRUE,M,,,,,,FALSE,FALSE,0.5,,,,100,,,,0,,FALSE,TRUE,0,,,,,,,,,,,,21,200,10.2,9.1,,,,,,,,,,,,,
483,11-WALL-6.2_19840627,,,,,,,,,,,,,,,,TRUE,M,,,,,,FALSE,FALSE,0.3,,,,63,,,,0,,FALSE,TRUE,0,,,,,,,,,,,,21,205,13.4,8.9,,,,,,,,,,,,,
484,11-WALL-9.2_19840627,,,,,,,,,,,,,,,,TRUE,M,,,,,,FALSE,FALSE,0.3,,,,60,,,,,,FALSE,FALSE,0,,,,,,,,,,,,19,205,11.2,,,,,,,,,,,,,,
485,11-WALL-9.9_19840627,,,,,,,,,,,,,,,,TRUE,M,,,,,,FALSE,FALSE,0.5,,,,60,,,,,,FALSE,FALSE,0,,,,,,,,,,,,17,180,10.4,8.3,,,,,,,,,,,,,
486,06-NANG-0.7_19840723,,,,,,,,,,,,,,,,TRUE,M,,,,,,FALSE,FALSE,,,,,42,,0.5,,0,,FALSE,FALSE,0,,,,,40,,40,20,,,,25,255,8.6,8.2,,,,,,,,,,,,,
487,06-SUSQ-3.8_19840723,,,,,,,,,,,,,,,,TRUE,M,,,,,,FALSE,FALSE,,,160,,70,,,,0,,FALSE,FALSE,0,,,,,,,,,,,,26.5,240,12,8.6,,,,,,,,,,,,,
488,06-SUSQ-15.0_19840723,,,,,,,,,,,,,,,,TRUE,M,,,,,,FALSE,FALSE,0.4,,150,,60,,,,0,,FALSE,FALSE,0,,,,,,,,,,,,26.5,240,11,8.7,,,,,,,,,,,,,
489,06-SUSQ-25.2_19840723,,,,,,,,,,,,,,,,TRUE,M,,,,,,FALSE,FALSE,,,160,,25,,,,0,,FALSE,FALSE,0,,,,,,,,,,,,26.5,240,7.6,7.9,,,,,,,,,,,,,
490,06-SUSQ-33.5_19840723,,,,,,,,,,,,,,,,TRUE,M,,,,,,FALSE,FALSE,,,120,,45,,,,0,,FALSE,FALSE,0,,,,,,,,,,,,26.5,230,7.8,8,,,,,,,,,,,,,
491,06-SUSQ-43.1_19840723,,,,,,,,,,,,,,,,TRUE,M,,,,,,FALSE,FALSE,,,150,,,,,,0,,FALSE,FALSE,0,,,,,,,,,,,,24,150,7.8,7.6,,,,,,,,,,,,,
492,05-CHEM-5.4_19840724,,,,,,,,,,,,,,,,TRUE,M,,,,,,FALSE,FALSE,0.6,,100,,24,,1.5,,0,,FALSE,TRUE,0,,,,,,,,,,,,25,350,5.6,,,,,,,,,,,,,,
493,05-CHEM-15.7_19840724,,,,,,,,,,,,,,,,TRUE,M,,,,,,FALSE,FALSE,0.4,,100,,30,,0.8,,0,,FALSE,TRUE,0,,,,,,,,,,,,25,350,5.8,,,,,,,,,,,,,,
494,05-CHEM-22.9_19840724,,,,,,,,,,,,,,,,TRUE,M,,,,,,FALSE,FALSE,0.5,,100,,30,,1.2,,0,,FALSE,TRUE,0,,,,,,,,,,,,27,310,7.7,,,,,,,,,,,,,,
495,05-CHEM-33.8_19840724,,,,,,,,,,,,,,,,TRUE,M,,,,,,FALSE,FALSE,0.5,,120,,40,,1,,0,,FALSE,FALSE,0,,,,,,,,,,,,26,370,7.9,,,,,,,,,,,,,,
496,05-COHO-1.4_19840724,,,,,,,,,,,,,,,,TRUE,M,,,,,,FALSE,FALSE,,,,,60,,,bottom,0,,FALSE,FALSE,0,,,,,,,,,,,,27,340,13.4,8.9,,,,,,,,,,,,,
497,05-TOGA-1.3_19840724,,,,,,,,,,,,,,,,TRUE,M,,,,,,FALSE,FALSE,1.2,,,,10,,,,0,,FALSE,FALSE,0,,,,,,,,,,,,27,290,9,8.3,,,,,,,,,,,,,
498,05-TOGA-10.7_19840724,,,,,,,,,,,,,,,,FALSE,N,,,,,,FALSE,FALSE,0.5,,75,,50,,,bottom,0,,FALSE,FALSE,0,,,,,,,,,,,,26,200,7.2,7.4,,,,,,,,,,,,,
499,02-LGEN-3.6_19840725,,,,,,,,,,,,,,,,TRUE,M,,,,,,FALSE,FALSE,0.1,,,,,,,,0,,FALSE,FALSE,0,,,,,,,,,,,,21,300,7.4,7.4,,,,,,,,,,,,,
500,02-LGEN-5.0_19840725,,,,,,,,,,,,,,,,TRUE,M,,,,,,FALSE,FALSE,0.1,,,,,,,,0,,FALSE,FALSE,0,,,,,,,,,,,,19,330,8.4,7.6,,,,,,,,,,,,,
501,02-LGEN-6.2_19840725,,,,,,,,,,,,,,,,TRUE,M,,,,,,FALSE,FALSE,0.2,,4,,4,,,,0,,FALSE,FALSE,0,,,,,,,,,,,,17,270,7.8,7.3,,,,,,,,,,,,,
502,02-LGEN-7.0_19840725,,,,,,,,,,,,,,,,TRUE,M,,,,,,FALSE,FALSE,0.1,,5,,5,,,,0,,FALSE,FALSE,0,,,,,,,,,,,,17,250,8,7.7,,,,,,,,,,,,,
503,01-TONA-70.5_19840725,,,,,,,,,,,,,,,,TRUE,M,,,,,,FALSE,FALSE,0.5,,,,30,,,,0,,FALSE,FALSE,0,,,,,,,,,,,,23,470,8.3,8,,,,,,,,,,,,,
504,01-TONA-72.6_19840725,,,,,,,,,,,,,,,,TRUE,M,,,,,,FALSE,FALSE,0.2,,,,100,,,,0,,FALSE,FALSE,0,,,,,,,,,,,,23,480,8,7.9,,,,,,,,,,,,,
505,04-UGNS-139.6_19840725,,,,,,,,,,,,,,,,TRUE,M,,,,,,FALSE,FALSE,0.5,,,,35,,,,0,,FALSE,FALSE,0,,,,,,,,,,,,18,120,7.2,7.5,,,,,,,,,,,,,
506,05-TOGA-10.7_19840726,,,,,,,,,,,,,,,,FALSE,N,,,,,,FALSE,FALSE,0.5,,,,50,,0.9,,0,,FALSE,FALSE,0,,,,,,,,,,,,26,200,7.2,7.4,,,,,,,,,,,,,
507,01-TONA-58.3_19840726,,,,,,,,,,,,,,,,TRUE,M,,,,,,FALSE,FALSE,0.3,,,,80,,,,0,,FALSE,FALSE,0,,,,,,,,,,,,23,600,6,7.8,,,,,,,,,,,,,
508,01-TONA-62.7_19840726,,,,,,,,,,,,,,,,TRUE,M,,,,,,FALSE,FALSE,0.2,,10,,80,,,,0,,FALSE,TRUE,0,,,,,,,,,,,,21,600,1.8,7.5,,,,,,,,,,,,,
509,01-TONA-64.7_19840726,,,,,,,,,,,,,,,,TRUE,M,,,,,,FALSE,FALSE,0.2,,,,70,,,,0,,FALSE,TRUE,1,,,,,,,,,,,,20.5,550,3.9,7.6,,,,,,,,,,,,,
510,01-TONA-65.4_19840726,,,,,,,,,,,,,,,,TRUE,M,,,,,,FALSE,FALSE,0.1,,,,70,,,,0,,FALSE,FALSE,0,,,,,,,,,,,,21,650,4.4,7.5,,,,,,,,,,,,,
511,01-TONA-65.8_19840726,,,,,,,,,,,,,,,,TRUE,M,,,,,,FALSE,FALSE,0.2,,,,80,,,,0,,FALSE,TRUE,0,,,,,,,,,,,,20.5,450,5.8,8,,,,,,,,,,,,,
512,06-CAYU-0.5_19840827,,,,,,,,,,,,,,,,TRUE,M,,,,,,FALSE,FALSE,0.5,,20,,83,,,,,,FALSE,TRUE,0,,,,,,,,,,,,21.5,280,8.2,8.4,,,,,,,,,,,,,
513,06-CAYU-1.6_19840827,,,,,,,,,,,,,,,,TRUE,M,,,,,,FALSE,FALSE,0.3,,20,,83,,,,,,FALSE,TRUE,0,,,,,,,,,,,,22,290,9,8.6,,,,,,,,,,,,,
514,06-CAYU-2.1_19840827,,,,,,,,,,,,,,,,TRUE,M,,,,,,FALSE,FALSE,0.3,,30,,50,,,,,,FALSE,TRUE,0,,,,,,,,,,,,22,220,9,8.6,,,,,,,,,,,,,
515,06-NANG-0.7_19840827,,,,,,,,,,,,,,,,FALSE,N,,,,,,FALSE,FALSE,0.5,,,,43,,,,0,,FALSE,FALSE,0,,,,,,,,,,,,21,230,8.2,8.2,,,,,,,,,,,,,
516,06-SUSQ-6.9_19840827,,,,,,,,,,,,,,,,FALSE,N,,,,,,FALSE,FALSE,1.2,,,,50,,0.7,,0,,FALSE,FALSE,0,,,,,,,,,,,,22.5,230,12.5,8.8,,,,,,,,,,,,,
517,06-SUSQ-15.0_19840827,,,,,,,,,,,,,,,,TRUE,M,,,,,,FALSE,FALSE,0.8,,,,71,,,bottom,0,,FALSE,FALSE,0,,,,,,,,,,,,,240,13.6/12.8,8.9,,,,,,,,,,,,,
518,06-SUSQ-25.2_19840827,,,,,,,,,,,,,,,,TRUE,M,,,,,,FALSE,FALSE,2,,,,15,,0.8,,0,,FALSE,FALSE,0,,,,,,,,,,,,23,240,8,8.2,,,,,,,,,,,,,
519,06-SUSQ-33.5_19840827,,,,,,,,,,,,,,,,FALSE,N,,,,,,FALSE,FALSE,1,,,,40,,0.8,,0,,FALSE,FALSE,0,,,,,,,,,,,,22.5,230,7.9,8.1,,,,,,,,,,,,,
520,05-CHEM-5.4_19840828,,,,,,,,,,,,,,,,TRUE,M,,,,,,FALSE,FALSE,1.2,,,,37,,1.2,,0,,FALSE,FALSE,0,,,,,,,,,,,,21.5,290,7.6,8.1,,,,,,,,,,,,,
521,05-CHEM-15.7_19840828,,,,,,,,,,,,,,,,FALSE,N,,,,,,FALSE,FALSE,1.6,,,,21,,0.8,,0,,FALSE,FALSE,0,,,,,,,,,,,,22,290,7.8,8.4,,,,,,,,,,,,,
522,05-CHEM-22.9_19840828,,,,,,,,,,,,,,,,FALSE,N,,,,,,FALSE,FALSE,1.2,,,,25,,1.2,,0,,FALSE,FALSE,0,,,,,,,,,,,,22.5,270,9.3,8.7,,,,,,,,,,,,,
523,05-CHEM-33.8_19840828,,,,,,,,,,,,,,,,TRUE,M,,,,,,FALSE,FALSE,1.1,,,,40,,1.1,,0,,FALSE,FALSE,0,,,,,,,,,,,,22,270,8.7,8.3,,,,,,,,,,,,,
524,05-COHO-1.4_19840828,,,,,,,,,,,,,,,,TRUE,M,,,,,,FALSE,FALSE,1.5,,,,36,,,bottom,0,,FALSE,FALSE,0,,,,,,,,,,,,20.5,270,12,8.9,,,,,,,,,,,,,
525,05-TOGA-1.3_19840828,,,,,,,,,,,,,,,,TRUE,M,,,,,,FALSE,FALSE,1.1,,,,45,,1.1,,0,,FALSE,FALSE,0,,,,,,,,,,,,22,250,10.2,8.6,,,,,,,,,,,,,
526,05-CHEM-5.4_19841001,,,,,,,,,,,,,,,,TRUE,M,,,,,,FALSE,FALSE,1,,,,20,,1,,0,,FALSE,FALSE,0,,,,,,,,,,,,13.5,300,8.9,8,,,,,,,,,,,,,
527,06-SUSQ-3.8_19841001,,,,,,,,,,,,,,,,TRUE,M,,,,,,FALSE,FALSE,1,,,,50,,1,,0,,FALSE,FALSE,0,,,,,,,,,,,,15,240,10.2,8.4,,,,,,,,,,,,,
528,06-SUSQ-15.0_19841001,,,,,,,,,,,,,,,,TRUE,M,,,,,,FALSE,FALSE,0.6,,,,50,,,bottom,0,,FALSE,FALSE,0,,,,,,,,,,,,15,240,10.8,8.5,,,,,,,,,,,,,
529,06-SUSQ-25.2_19841001,,,,,,,,,,,,,,,,TRUE,M,,,,,,FALSE,FALSE,1.8,,,,10,,1,,0,,FALSE,FALSE,0,,,,,,,,,,,,14.5,240,9.4,8.2,,,,,,,,,,,,,
530,06-SUSQ-33.5_19841001,,,,,,,,,,,,,,,,FALSE,N,,,,,,FALSE,FALSE,1,,,,27,,1,,0,,FALSE,FALSE,0,,,,,,,,,,,,,210,8.4,8,,,,,,,,,,,,,
531,06-SUSQ-43.1_19841001,,,,,,,,,,,,,,,,TRUE,M,,,,,,FALSE,FALSE,1.4,,,,5,<,0.8,,0,,FALSE,FALSE,0,,,,,,,,,,,,14.5,140,9.7,8.5,,,,,,,,,,,,,
532,05-CHEM-15.7_19841002,,,,,,,,,,,,,,,,TRUE,M,,,,,,FALSE,FALSE,1.5,,,,13,,1.5,,0,,FALSE,FALSE,0,,,,,,,,,,,,12,330,8,8,,,,,,,,,,,,,
533,05-CHEM-22.9_19841002,,,,,,,,,,,,,,,,TRUE,M,,,,,,FALSE,FALSE,1,,,,13,,1,,0,,FALSE,FALSE,0,,,,,,,,,,,,13,280,9.5,8.2,,,,,,,,,,,,,
534,05-CHEM-33.8_19841002,,,,,,,,,,,,,,,,TRUE,M,,,,,,FALSE,FALSE,0.75,,,,33,,0.75,,0,,FALSE,FALSE,0,,,,,,,,,,,,11,270,9.7,8.2,,,,,,,,,,,,,
535,05-COHO-1.4_19841002,,,,,,,,,,,,,,,,TRUE,M,,,,,,FALSE,FALSE,1.6,,,,33,,1.6,,0,,FALSE,FALSE,0,,,,,,,,,,,,10.5,290,12.7,8.3,,,,,,,,,,,,,
536,05-TOGA-1.3_19841002,,,,,,,,,,,,,,,,TRUE,M,,,,,,FALSE,FALSE,0.8,,,,20,,,bottom,0,,FALSE,FALSE,0,,,,,,,,,,,,11.5,250,10.5,8.1,,,,,,,,,,,,,
537,11-BATT-0.5_19841004,,,,,,,,,,,,,,,,TRUE,M,,,,,,FALSE,FALSE,0.4,,80,,65,,,,0,,FALSE,FALSE,0,,,,,,,,,,,,10,170,10.2,8.2,,,,,,,,,,,,,
538,11-BATT-6.5_19841004,,,,,,,,,,,,,,,,TRUE,M,,,,,,FALSE,FALSE,0.7,,70,,65,,,,0,,FALSE,FALSE,0,,,,,,,,,,,,10,170,10.2,8,,,,,,,,,,,,,
539,11-BATT-9.6_19841004,,,,,,,,,,,,,,,,TRUE,M,,,,,,FALSE,FALSE,0.6,,70,,40,,,,0,,FALSE,FALSE,0,,,,,,,,,,,,10,170,10.2,8,,,,,,,,,,,,,
540,11-BATT-10.2_19841004,,,,,,,,,,,,,,,,TRUE,M,,,,,,FALSE,FALSE,0.4,,70,,50,,,,0,,FALSE,FALSE,,,,,,,,,,,,,10,150,10.2,7.8,,,,,,,,,,,,,
541,11-BATT-13.1_19841004,,,,,,,,,,,,,,,,TRUE,M,,,,,,FALSE,FALSE,0.4,,50,,40,,,,0,,FALSE,FALSE,,,,,,,,,,,,,10,140,10,7.8,,,,,,,,,,,,,
542,13-COEY-6.9_19841005,,,,,,,,,,,,,,,,TRUE,M,,,,,,FALSE,FALSE,0.2,,3,,65,,,,0,,FALSE,FALSE,0,,,,,,,,,,,,10.5,550,8,8,,,,,,,,,,,,,
543,13-COEY-8.6_19841005,,,,,,,,,,,,,,,,TRUE,M,,,,,,FALSE,FALSE,0.2,,2,,25,,,,0,,FALSE,FALSE,0,,,,,,,,,,,,10,800,8.5,8.1,,,,,,,,,,,,,
544,13-COEY-9.5_19841005,,,,,,,,,,,,,,,,TRUE,M,,,,,,FALSE,FALSE,0.1,,1,,30,,,,0,,FALSE,FALSE,0,,,,,,,,,,,,10,700,8.4,8,,,,,,,,,,,,,
545,13-COEY-11.7_19841005,,,,,,,,,,,,,,,,TRUE,M,,,,,,FALSE,FALSE,0.1,,0.4,,20,,,,0,,FALSE,FALSE,0,,,,,,,,,,,,10.5,600,9,7.7,,,,,,,,,,,,,
546,13-ONES-0.6_19841005,,,,,,,,,,,,,,,,TRUE,M,,,,,,FALSE,FALSE,0.2,,5,,50,,,,0,,FALSE,FALSE,0,,,,,,,,,,,,10.5,380,10.4,8.3,,,,,,,,,,,,,
547,11-HOOS-40.1_19850617,,,,,,,,,,,,,,,,TRUE,M,,,,,,FALSE,FALSE,0.4,,,,111,,,,0,,FALSE,TRUE,0,,,,,,,,,,,,16,135,9.8,7.7,,,,,,,,,,,,,
548,11-HOOS-42.9_19850617,,,,,,,,,,,,,,,,TRUE,M,,,,,,FALSE,FALSE,0.3,,,,111,,,,,,FALSE,FALSE,0,,,,,,,,,,,,15.5,135,10,7.7,,,,,,,,,,,,,
549,11-HOOS-47.0_19850617,,,,,,,,,,,,,,,,TRUE,M,,,,,,FALSE,FALSE,0.4,,,,77,,,,0,,FALSE,FALSE,0,,,,,,,,,,,,14.5,120,10.2,7.8,,,,,,,,,,,,,
550,11-HOOS_N-50.8_19850617,,,,,,,,,,,,,,,,TRUE,M,,,,,,FALSE,FALSE,0.5,,,,80,,,,0,,FALSE,FALSE,0,,,,,,,,,,,,13,55,10.4,7.2,,,,,,,,,,,,,
551,11-HOOS_S-56.3_19850617,,,,,,,,,,,,,,,,TRUE,M,,,,,,FALSE,FALSE,0.4,,,,67,,,,0,,FALSE,FALSE,0,,,,,,,,,,,,15,210,9.6,7.5,,,,,,,,,,,,,
552,11-HOOS_S-57.2_19850617,,,,,,,,,,,,,,,,TRUE,M,,,,,,FALSE,FALSE,0.4,,12,,67,,,bottom,0,,FALSE,FALSE,0,,,,,,,,,,,,15,165,9.6,7.5,,,,,,,,,,,,,
553,11-HOOS-6.5_19850618,,,,,,,,,,,,,,,,TRUE,M,,,,,,FALSE,FALSE,0.4,,,,100,,,,0,,FALSE,FALSE,,,,,,,,,,,,,19.5,195,9,8,,,,,,,,,,,,,
554,11-HOOS-12.6_19850618,,,,,,,,,,,,,,,,TRUE,M,,,,,,FALSE,FALSE,0.6,,,,200,,,,0,,FALSE,FALSE,0,,,,,,,,,,,,17.5,190,8.2,7.2,,,,,,,,,,,,,
555,11-HOOS-20.8_19850618,,,,,,,,,,,,,,,,TRUE,M,,,,,,FALSE,FALSE,0.4,,,,125,,,,0,,FALSE,FALSE,0,,,,,,,,,,,,17.5,180,9.5,7.7,,,,,,,,,,,,,
556,11-HOOS-22.7_19850618,,,,,,,,,,,,,,,,TRUE,M,,,,,,FALSE,FALSE,0.4,,,,125,,,,0,,FALSE,FALSE,0,,,,,,,,,,,,17,165,9.2,7.7,,,,,,,,,,,,,
557,11-HOOS-25.4_19850618,,,,,,,,,,,,,,,,TRUE,M,,,,,,FALSE,FALSE,0.5,,,,125,,,,0,,FALSE,TRUE,0,,,,,,,,,,,,17,175,8.8,7.6,,,,,,,,,,,,,
558,11-HOOS-29.3_19850618,,,,,,,,,,,,,,,,TRUE,M,,,,,,FALSE,FALSE,0.5,,,,125,,,,0,,FALSE,TRUE,0,,,,,,,,,,,,17,145,8.8,7.4,,,,,,,,,,,,,
559,11-HOOS-35.3_19850618,,,,,,,,,,,,,,,,TRUE,M,,,,,,FALSE,FALSE,0.5,,,,100,,,,,,FALSE,FALSE,0,,,,,,,,,,,,17,160,8.8,7.7,,,,,,,,,,,,,
560,11-LHOO-0.1_19850618,,,,,,,,,,,,,,,,TRUE,M,,,,,,FALSE,FALSE,0.5,,,,111,,,,,,FALSE,FALSE,0,,,,,,,,,,,,15,95,9.5,7.2,,,,,,,,,,,,,
561,06-USSQ-155.2_19850723,,,,,,,,,,,,,,,,TRUE,M,,,,,,FALSE,FALSE,0.1,,,,80,,,,0,,FALSE,FALSE,0,,,,,,,,,,,,20,255,5.8,7.3,,,,,,,,,,,,,
562,06-USSQ-156.9_19850723,,,,,,,,,,,,,,,,TRUE,M,,,,,,FALSE,FALSE,0.1,,,,100,,,bottom,0,,FALSE,TRUE,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
563,06-USSQ-158.7_19850723,,,,,,,,,,,,,,,,TRUE,M,,,,,,FALSE,FALSE,0.2,,8,,100,,,bottom,,,FALSE,FALSE,0,,,,,,,,,,,,23,225,8.4,7.9,,,,,,,,,,,,,
564,06-USSQ-159.2_19850723,,,,,,,,,,,,,,,,TRUE,M,,,,,,FALSE,FALSE,0.1,,,,40,,,bottom,0,,FALSE,FALSE,0,,,,,,,,,,,,21,210,8.2,7.9,,,,,,,,,,,,,
565,07-CAYG-4.1_19851003,,,,,,,,,,,,,,,,FALSE,N,,,,,,FALSE,FALSE,0.8,,10,,63,,,bottom,0,,FALSE,TRUE,0,,,,,,,,,,,,13.5,230,9.6,,,,,,,,,,,,,,
566,07-CHIT-32.0_19851003,,,,,,,,,,,,,,,,FALSE,N,,,,,,FALSE,FALSE,0.7,,10,,125,,,bottom,0,,FALSE,TRUE,0,,,,,,,,,,,,14,260,9.6,,,,,,,,,,,,,,
567,07-GROU-1.5_19851003,,,,,,,,,,,,,,,,FALSE,N,,,,,,FALSE,FALSE,0.5,,12,,59,,,bottom,0,,FALSE,FALSE,0,,,,,,,,,,,,14,250,8.4,,,,,,,,,,,,,,
568,07-RATG-0.7_19851003,,,,,,,,,,,,,,,,FALSE,N,,,,,,FALSE,FALSE,0.3,,15,,100,,,bottom,0,,FALSE,TRUE,1,,,,,,,,,,,,12,270,11,,,,,,,,,,,,,,
569,07-SCON-0.9_19851003,,,,,,,,,,,,,,,,FALSE,N,,,,,,FALSE,FALSE,0.3,,20,,100,,,bottom,0,,FALSE,TRUE,0,,,,,,,,,,,,12,280,10.4,,,,,,,,,,,,,,
570,07-SPAF-1.6_19851003,,,,,,,,,,,,,,,,FALSE,N,,,,,,FALSE,FALSE,0.4,,18,,83,,,bottom,0,,FALSE,TRUE,0,,,,,,,,,,,,13.5,230,10.2,,,,,,,,,,,,,,
571,08-BLCK-1.2_19860528,,,,,,,,,,,,,,,,FALSE,N,,,,,,FALSE,FALSE,3,,,,30,,,,0,,FALSE,FALSE,0,,,,,,,,,,,,19.5,70,8.4,7.8,,,,,,,,,,,,,
572,08-BLCK-69.6_19860528,,,,,,,,,,,,,,,,FALSE,N,,,,,,FALSE,FALSE,3,,,,50,,1.2,,0,,FALSE,FALSE,0,,,,,,,,,,,,19,60,7.6,7.4,,,,,,,,,,,,,
573,09-STLW-49.8_19860528,,,,,,,,,,,,,,,,FALSE,N,,,,,,FALSE,FALSE,,,,,77,,2.2,,0,,FALSE,FALSE,0,,,,,,,,,,,,11,230,10.6,8.4,,,,,,,,,,,,,
574,09-STLW-110.3_19860528,,,,,,,,,,,,,,,,FALSE,N,,,,,,FALSE,FALSE,,,,,40,,2.2,,0,,FALSE,FALSE,0,,,,,,,,,,,,13,220,10.2,8.6,,,,,,,,,,,,,
575,09-GRAS-4.9_19860529,,,,,,,,,,,,,,,,FALSE,N,,,,,,FALSE,FALSE,4.8,,,,40,,,,0,,FALSE,FALSE,0,,,,,,,,,,,,21,90,7.3,7.7,,,,,,,,,,,,,
576,09-GTCH-0.8_19860529,,,,,,,,,,,,,,,,FALSE,N,,,,,,FALSE,FALSE,3,,80,,30,,1.4,,0,,FALSE,FALSE,0,,,,,,,,,,,,19,80,7.7,7.5,,,,,,,,,,,,,
577,09-RAQU-3.2_19860529,,,,,,,,,,,,,,,,FALSE,N,,,,,,FALSE,FALSE,1.4,,60,,71,,1.4,,0,,FALSE,FALSE,0,,,,,,,,,,,,19,48,9.5,7.8,,,,,,,,,,,,,
578,09-STLW-3.5_19860529,,,,,,,,,,,,,,,,FALSE,N,,,,,,FALSE,FALSE,,,,,59,,1.4,,0,,FALSE,FALSE,0,,,,,,,,,,,,11.5,260,106,8.2,,,,,,,,,,,,,
579,13-MONH-0.4_19860617,,,,,,,,,,,,,,,,TRUE,M,,,,,,FALSE,FALSE,0.3,,8,,80,,,,0,,FALSE,FALSE,0,,,,,,,,,,,,20.5,400,6.7,,,,,,,,,,,,,,
580,13-MONH-2.1_19860617,,,,,,,,,,,,,,,,TRUE,M,,,,,,FALSE,FALSE,0.25,,7,,91,,,,0,,FALSE,FALSE,0,,,,,,,,,,,,22.5,460,4.6,,,,,,,,,,,,,,
