SAMPLE_EVENT_INFO_HISTORY_ID,EVENT_SMAS_ID,SITE_TYPE_DPRTMNT_INTRST_IND,SITE_TYPE_EXTRNL_SUGG_IND,SITE_TYPE_LNG_TRM_TRND_IND,SITE_TYPE_MLTPLT_IND,SITE_TYPE_PROBABILISTIC_IND,SITE_TYPE_RAS_IND,SITE_TYPE_REFERENCE_IND,SITE_TYPE_RMN_IND,SITE_TYPE_SPCL_STDY_IND,SITE_TYPE_UNASSD_PWL_IND,EVENT_BASELINE,EVENT_EXTENT,DISCH_COLLECT_IND,TOTAL_DISCH,SEI_BIOSAMPLE_COLLECT_IND,SEIH_BIOSAMPLE_COLLECT_IND,SEIH_BIOSAMPLE_TYPE,SEIH_WATER_CHEM_COLLECT_IND,SEIH_CHEM_QAQC_IND,SEIH_CHEM_QAQC_TYPE,SEIH_CHEM_SAMP_LOC,SEIH_CHEM_SAMP_EQUP,SEIH_MICROTOX_IND,SEIH_ORG_FOR_TOXICS_IND,SEIH_DEPTH,SEIH_DEPTH_QLFR,SEIH_WIDTH,SEIH_WIDTH_QLFR,SEIH_SPEED_OF_STREAM_CURRENT,SEIH_SPD_OF_STRM_CURRENT_QLFR,SEIH_SECCHI,SEIH_SECCHI_QLFR,SEIH_ALGAE_DIATOMS_PRESENT,SEIH_THICKNESS_DIATOMS_PRESENT,SEIH_ALGAE_SUSPENDED_IND,SEIH_ALGAE_FILAMENTOUS_IND,MFDH_MACROPHYTES,SEIH_CANOPY,SEIH_EMBEDDEDNESS,SEIH_EMBEDDEDNESS_QLFR,SEIH_ROCK,SEIH_RUBBLE,SEIH_GRAVEL,SEIH_SAND,SEIH_SILT,SEIH_CLAY,SEIH_LAND_USE,SEIH_YSI_METER_ID,SEIH_TEMPERATURE,SEIH_CONDUCTANCE,SEIH_DISSOLVED_OXYGEN,SEIH_PH,SEIH_PCT_SATURATION,SEIH_SALINITY,SEIH_Chl_ugL,SEIH_Chl_RFU,SEIH_PC_ugL,SEIH_PC_RFU,SEIH_GENERAL_COMMENT,CHEM_RESULT_RCVD_IND,CHEM_RESULT_RCVD_NOTE,CREATE_DATE,END_DATE,UPDATE_DATE,UPDATED_BY_GUID
6273,09-DERR-0.2_20090805,,,,,,,,,,,,,,,,TRUE,M,,,,,,FALSE,FALSE,0.25,,40,,71,,,,10,,FALSE,TRUE,10,25,20,,30,20,30,10,10,,,,22,180,7.5,7.8,85,,,,,,,,,,,,
6274,09-DERR-32.0_20090805,,,,,,,,,,,,,,,,FALSE,N,,,,,,,,,,,,,,,,,,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6275,09-DEVE-0.4_20090805,,,,,,,,,,,,,,,,FALSE,N,,,,,,,,,,,,,,,,,,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6276,09-ELMK-4.3_20090805,,,,,,,,,,,,,,,,TRUE,M,,,,,,FALSE,FALSE,0.2,,12,,83,,,,50,,FALSE,TRUE,5,60,40,,25,35,20,10,10,,,,22.4,249,9.63,8.13,111,12/30/1899 2:52:48 AM,,,,,,,,,,,
6277,09-FARR-1.1_20090805,,,,,,,,,,,,,,,,FALSE,N,,,,,,FALSE,FALSE,0.3,,8,,90,,,,50,,FALSE,FALSE,,75,30,,,40,20,20,20,,,,20.9,270,7.5,7.6,84,,,,,,,,,,,,
6278,09-GTCH-0.8_20090805,,,,,,,,,,,,,,,,TRUE,M,,,,,,FALSE,FALSE,0.3,,50,,91,,,,100,,FALSE,FALSE,10,10,10,,60,20,10,10,,,,,23.43,133,7.39,7.54,87,0.06,,,,,,,,,,,
6279,09-HOPI-0.8_20090805,,,,,,,,,,,,,,,,FALSE,N,,,,,,FALSE,FALSE,0.3,,12,,85,,,,80,,FALSE,FALSE,0,75,20,,40,20,10,30,,,,,21,78,8.8,7.7,99,,,,,,,,,,,,
6280,09-LSAL-3.1_20090805,,,,,,,,,,,,,,,,FALSE,N,,,,,,FALSE,FALSE,0.3,,15,,90,,,,50,,FALSE,FALSE,0,75,40,,,30,30,30,10,,,,22.2,210,7.5,7.7,86,,,,,,,,,,,,
6281,09-LSAL-20.7_20090805,,,,,,,,,,,,,,,,FALSE,N,,,,,,,,,,,,,,,,,,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6282,09-LSUK-3.1_20090805,,,,,,,,,,,,,,,,TRUE,M,,,,,,FALSE,FALSE,0.3,,6,,83,,,,100,,FALSE,FALSE,0,90,50,,30,30,10,20,10,,,,20.78,373,7.83,7.49,89.1,0.18,,,,,,,,,,,
6283,09-OMAL-0.3_20090805,,,,,,,,,,,,,,,,TRUE,M,,,,,,FALSE,FALSE,0.1,,4,,83,,,,10,,FALSE,TRUE,10,75,20,,,40,40,20,,,,,18.2,140,8.9,8,94,,,,,,,,,,,,
6284,09-RAQU-12.8_20090805,,,,,,,,,,,,,,,,TRUE,M,,,,,,FALSE,FALSE,0.4,,40,,125,,,,100,,FALSE,FALSE,0,10,50,,30,40,10,10,10,,,,23.54,87,9.11,7.29,107,0.04,,,,,,,,,,,
6285,09-RAQU-21.9_20090805,,,,,,,,,,,,,,,,TRUE,M,,,,,,FALSE,FALSE,1,,75,,20,,,,0,,FALSE,FALSE,,5,,,,,,40,30,30,"Residential, forest",,23.3,70,9.1,6.89,106,0.03,,,,,,,,,,,
6286,09-RAQU-44.2_20090805,,,,,,,,,,,,,,,,TRUE,M,,,,,,FALSE,FALSE,0.3,,50,,100,,,,10,,FALSE,TRUE,10,10,20,,20,40,30,10,,,,,21.4,65,8.5,7.2,95,,,,,,,,,,,,
6287,09-RAQU_T27-0.1_20090805,,,,,,,,,,,,,,,,TRUE,M,,,,,,FALSE,FALSE,0.2,,3,,,,,,0,,FALSE,TRUE,,100,40,,,,10,20,70,,,,19.2,124,1.8,6.9,20,,,,,,,,,,,,
6288,09-REGI-15.8_20090805,,,,,,,,,,,,,,,,TRUE,M,,,,,,FALSE,FALSE,0.2,,50,,77,,,,100,,FALSE,FALSE,0,10,50,,30,30,20,20,,,,,23.4,87,9.62,7.74,113,0.04,,,,,,,,,,,
6289,09-SAL9-1.1_20090805,,,,,,,,,,,,,,,,FALSE,N,,,,,,,,,,,,,,,,,,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6290,09-SCKE-11.7_20090805,,,,,,,,,,,,,,,,FALSE,N,,,,,,FALSE,FALSE,0.4,,7,,91,,,,100,,FALSE,FALSE,,5,40,,10,30,30,20,10,,,,20.5,441,3.21,7.32,36,0.2,,,,,,,,,,,
6291,09-SCKE-14.4_20090805,,,,,,,,,,,,,,,,TRUE,M,,,,,,,,,,,,,,,,,,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6292,09-SYLV-1.4_20090805,,,,,,,,,,,,,,,,TRUE,M,,,,,,FALSE,FALSE,0.2,,2,,100,,,,100,,FALSE,FALSE,0,90,60,,,10,50,30,10,,,,25.7,324,10.83,7.98,130.9,0.15,,,,,,,,,,,
6293,09-TURN-1.5_20090805,,,,,,,,,,,,,,,,TRUE,M,,,,,,FALSE,FALSE,0.3,,4,,29,,,,0,,FALSE,FALSE,,20,0,,,,,40,60,,,,23.3,866,9.27,7.86,109,0.42,,,,,,,,,,,
6294,09-FIRS-0.2_20090806,,,,,,,,,,,,,,,,TRUE,M,,,,,,FALSE,FALSE,0.5,,50,,,,,,0,,FALSE,FALSE,0,25,,,,,,,100,,,,15.8,19,7.1,5.1,72,,,,,,,,,,,,
6295,09-GRAS_S-13.0_20090806,,,,,,,,,,,,,,,,FALSE,N,,,,,,,,,,,,,,,,,,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6296,09-GTCH-93.9_20090806,,,,,,,,,,,,,,,,FALSE,N,,,,,,,,,,,,,,,,,,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6297,09-GTCH_M_T2-0.1_20090806,,,,,,,,,,,,,,,,TRUE,M,,,,,,FALSE,FALSE,0.5,,5,,5,,,,0,,FALSE,FALSE,0,90,,,,,,10,90,,,,16.649999999999999,39,9.09,8.18,92.7,0.02,,,,,,,,,,,
6298,09-GTCH_T27-1.4_20090806,,,,,,,,,,,,,,,,TRUE,M,,,,,,FALSE,FALSE,0.01,,1,,,,,,0,,FALSE,FALSE,0,80,0,,,,,20,80,,,,15.4,1054,9.46,8.02,95,0.54,,,,,,,,,,,
6299,09-GTCH_W-11.9_20090806,,,,,,,,,,,,,,,,TRUE,M,,,,,,FALSE,FALSE,,,25,,,,,,0,,FALSE,FALSE,0,,,,,,,,,,,,20.6,38,8.3,7.44,92.5,0.02,,,,,,,,,,,
6300,09-GTCH_W-41.1_20090806,,,,,,,,,,,,,,,,TRUE,M,,,,,,,,,,,,,,,,,,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6301,09-GTCH_W-41.9_20090806,,,,,,,,,,,,,,,,FALSE,N,,,,,,FALSE,FALSE,5,,30,,10,,,,0,,FALSE,FALSE,,10,,,,,,,,,,,21.78,15,8.55,4.95,97.1,0.01,,,,,,,,,,,
6302,09-LTTL-10.2_20090806,,,,,,,,,,,,,,,,FALSE,N,,,,,,,,,,,,,,,,,,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6303,09-RAQU_T69-0.7_20090806,,,,,,,,,,,,,,,,TRUE,M,,,,,,FALSE,FALSE,0.2,,4,,67,,,,10,,FALSE,TRUE,,75,20,,30,10,40,20,,,,,18,26,8.5,6,89,,,,,,,,,,,,
6304,09-WHIK-0.8_20090806,,,,,,,,,,,,,,,,FALSE,N,,,,,,FALSE,FALSE,,,6,,,,,,0,,FALSE,FALSE,0,70,,,,,,,,,,,18.899999999999999,538,5.8,7.95,63.1,12/30/1899 6:14:24 AM,,,,,,,,,,,
6305,08-BEEV-0.8_20090810,,,,,,,,,,,,,,,,TRUE,M,,,,,,FALSE,FALSE,2,,,,65,,,,0,,FALSE,FALSE,0,,,,,,,,,,,,21.3,27,9,5.9,102,,,,,,,,,,,,
6306,08-BEEV-4.0_20090810,,,,,,,,,,,,,,,,TRUE,M,,,,,,FALSE,FALSE,1,,,,30,,,,0,,FALSE,FALSE,0,,,,,,,,,,,,21.2,26,9,6.3,101,,,,,,,,,,,,
6307,08-BEEV-4.9_20090810,,,,,,,,,,,,,,,,TRUE,M,,,,,,FALSE,FALSE,,,,,5,,2.4,,0,,FALSE,FALSE,0,,,,,,,,,,,,21.1,24,8.9,6,100,,,,,,,,,,,,
6308,08-BEEV-8.4_20090810,,,,,,,,,,,,,,,,TRUE,M,,,,,,FALSE,FALSE,,,,,,,2.4,,0,,FALSE,FALSE,0,,,,,,,,,,,,21,20,8.2,5.4,92,,,,,,,,,,,,
6309,09-STLW-51.9_20090810,,,,,,,,,,,,,,,,TRUE,M,,,,,,FALSE,FALSE,,,,,,,,,0,,FALSE,FALSE,0,,,,,,,,,,,,,0,,,,,,,,,,,,,,,
6310,09-STLW-86.3_20090810,,,,,,,,,,,,,,,,TRUE,M,,,,,,FALSE,FALSE,75,,,,70,,8.4,,0,,FALSE,FALSE,0,,,,,,,,,,,,21.3,318,9.2,8.3,103,0.15,,,,,,,,,,,
6311,09-GRAS-4.9_20090811,,,,,,,,,,,,,,,,TRUE,M,,,,,,FALSE,FALSE,14,,,,,,,,0,,FALSE,FALSE,0,,,,,,,,,,,,22.6,168,7.5,7.5,87,,,,,,,,,,,,
6312,09-STLW-1.0_20090811,,,,,,,,,,,,,,,,TRUE,M,,,,,,FALSE,FALSE,,,,,75,,6,,0,,FALSE,FALSE,0,,,,,,,,,,,,21.6,316,8.7,8.2,99,0.15,,,,,,,,,,,
6313,09-STLW-3.5_20090811,,,,,,,,,,,,,,,,TRUE,M,,,,,,FALSE,FALSE,,,,,50,,6,,0,,FALSE,FALSE,0,,,,,,,,,,,,22,314,8.7,8.3,98,0.5,,,,,,,,,,,
6314,04-GENS-10.5_20090817,,,,,,,,,,,,,,,,TRUE,M,,,,,,FALSE,FALSE,,,,,,,0.4,,0,,FALSE,FALSE,0,,,,,,,,,,,,24.6,356,7.6,8,91,12/30/1899 4:04:48 AM,,,,,,,,,,,
6315,04-GENS-12.3_20090817,,,,,,,,,,,,,,,,TRUE,M,,,,,,FALSE,FALSE,,,,,,,0.3,,0,,FALSE,FALSE,0,,,,,,,,,,,,23.4,327,7.4,7.6,86,12/30/1899 3:50:24 AM,,,,,,,,,,,
6316,03-WCAN-20.0_20090817,,,,,,,,,,,,,,,,TRUE,M,,,,,,FALSE,FALSE,,,,,20,,0.6,,0,,FALSE,FALSE,0,,,,,,,,,,,,24.9,537,4.7,7.2,57,12/30/1899 6:14:24 AM,,,,,,,,,,,
6317,03-WCAN-51.8_20090817,,,,,,,,,,,,,,,,TRUE,M,,,,,,FALSE,FALSE,,,,,5,,0.5,,0,,FALSE,FALSE,0,,,,,,,,,,,,26.2,366,6.3,7.6,78,12/30/1899 4:04:48 AM,,,,,,,,,,,
6318,10-GCHZ-29.4_20090818,,,,,,,,,,,,,,,,TRUE,M,,,,,,FALSE,FALSE,0.3,,30,,100,,,,100,,FALSE,FALSE,0,30,30,,10,40,30,10,10,,,,23,146,10.44,8.17,121,7.00E-02,,,,,,,,,,,
6319,10-GCHZ_N-0.5_20090818,,,,,,,,,,,,,,,,TRUE,M,,,,,,FALSE,FALSE,0.2,,10,,100,,,,100,,FALSE,FALSE,0,50,30,,10,20,40,20,10,,,,23,204,11.7,8.4,136,0.1,,,,,,,,,,,
6320,04-GENS-2.6_20090818,,,,,,,,,,,,,,,,TRUE,M,,,,,,FALSE,FALSE,,,,,0.5,,0.3,,0,,FALSE,FALSE,0,,,,,,,,,,,,24,360,7.8,7.9,94,12/30/1899 4:04:48 AM,,,,,,,,,,,
6321,04-GENS-4.7_20090818,,,,,,,,,,,,,,,,TRUE,M,,,,,,FALSE,FALSE,,,,,5,,0.3,,0,,FALSE,FALSE,0,,,,,,,,,,,,24,367,8.1,8.2,96,12/30/1899 4:04:48 AM,,,,,,,,,,,
6322,10-MDAU-4.0_20090818,,,,,,,,,,,,,,,,TRUE,M,,,,,,FALSE,FALSE,0.1,,5,,75,,,,100,,FALSE,TRUE,0,15,5,,80,10,10,,,,,,29,268,13.25,8.31,172,0.13,,,,,,,,,,,
6323,10-SABL-2.2_20090818,,,,,,,,,,,,,,,,TRUE,M,,,,,,FALSE,FALSE,0.1,,20,,150,,,,100,,FALSE,TRUE,0,25,25,,0,40,40,20,0,,,,28,146,10.4,8.23,133,0.01,,,,,,,,,,,
6324,10-SARA-0.9_20090818,,,,,,,,,,,,,,,,TRUE,M,,,,,,FALSE,FALSE,0.4,,50,,167,,,,100,,FALSE,TRUE,0,25,30,,20,40,30,10,,,,,25.5,117,10.16,7.9,124,0.05,,,,,,,,,,,
6325,10-BISH-0.6_20090819,,,,,,,,,,,,,,,,TRUE,M,,,,,,FALSE,FALSE,0.1,,5,,75,,,,100,,FALSE,TRUE,0,25,35,,5,40,45,10,,,,,25,161,10.1,8,123,7.00E-02,,,,,,,,,,,
6326,10-BLAR-1.1_20090819,,,,,,,,,,,,,,,,TRUE,M,,,,,,FALSE,FALSE,0.2,,10,,91,,,,100,,FALSE,TRUE,0,75,40,,15,30,40,10,5,,,,23,235,10,7.6,119,0.11,,,,,,,,,,,
6327,10-PUTM-13.2_20090819,,,,,,,,,,,,,,,,TRUE,M,,,,,,FALSE,FALSE,1,,12,,15,,,,0,,FALSE,FALSE,0,10,,,,,,,,,,,23.1,120,6.33,7.64,74.7,0.05,,,,,,,,,,,
6328,10-SABL_E-17.2_20090819,,,,,,,,,,,,,,,,TRUE,M,,,,,,FALSE,FALSE,0.3,,20,,100,,,,100,,FALSE,TRUE,0,50,60,,40,30,20,10,,,,,22,77,10.3,7.3,116,0.04,,,,,,,,,,,
6329,10-TWOB-1.3_20090819,,,,,,,,,,,,,,,,TRUE,M,,,,,,FALSE,FALSE,0.3,,10,,150,,,,100,,FALSE,FALSE,0,25,50,,40,40,10,10,,,,,20,127,9.4,7.53,103,0.06,,,,,,,,,,,
6330,13-BDHW-0.1_20090825,,,,,,,,,,,,,,,,TRUE,M,,,,,,,,,,,,,,,,,,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6331,13-BRCH-0.5_20090825,,,,,,,,,,,,,,,,TRUE,M,,,,,,,,,,,,,,,,,,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6332,13-BSNL-0.3_20090825,,,,,,,,,,,,,,,,TRUE,M,,,,,,,,,,,,,,,,,,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6333,13-FOXH-0.1_20090825,,,,,,,,,,,,,,,,TRUE,M,,,,,,,,,,,,,,,,,,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6334,13-PECK-0.1_20090825,,,,,,,,,,,,,,,,TRUE,M,,,,,,,,,,,,,,,,,,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6335,13-WODC-0.2_20090825,,,,,,,,,,,,,,,,TRUE,M,,,,,,,,,,,,,,,,,,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6336,13-BEVE-0.1_20090826,,,,,,,,,,,,,,,,TRUE,M,,,,,,,,,,,,,,,,,,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6337,13-LBEA-0.3_20090826,,,,,,,,,,,,,,,,TRUE,M,,,,,,,,,,,,,,,,,,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6338,13-STOC-0.2_20090826,,,,,,,,,,,,,,,,TRUE,M,,,,,,,,,,,,,,,,,,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6339,13-USOP-12.2_20090826,,,,,,,,,,,,,,,,TRUE,M,,,,,,,,,,,,,,,,,,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6340,13-USOP-13.2_20090826,,,,,,,,,,,,,,,,TRUE,M,,,,,,,,,,,,,,,,,,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6341,13-USOP-14.2_20090826,,,,,,,,,,,,,,,,TRUE,M,,,,,,,,,,,,,,,,,,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6342,13-USOP-16.9_20090826,,,,,,,,,,,,,,,,TRUE,M,,,,,,,,,,,,,,,,,,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6343,13-USOP-21.5_20090826,,,,,,,,,,,,,,,,TRUE,M,,,,,,,,,,,,,,,,,,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6344,13-USOP-1.3_20090827,,,,,,,,,,,,,,,,TRUE,M,,,,,,,,,,,,,,,,,,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6345,13-USOP-4.6_20090827,,,,,,,,,,,,,,,,TRUE,M,,,,,,,,,,,,,,,,,,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6346,13-USOP-6.7_20090827,,,,,,,,,,,,,,,,TRUE,M,,,,,,,,,,,,,,,,,,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6347,13-USOP-8.2_20090827,,,,,,,,,,,,,,,,TRUE,M,,,,,,,,,,,,,,,,,,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6348,13-USOP-10.1_20090827,,,,,,,,,,,,,,,,TRUE,M,,,,,,,,,,,,,,,,,,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6349,12-MOHK-101.0_20090828,,,,,,,,,,,,,,,,TRUE,M,,,,,,FALSE,FALSE,6,,,,,,1,,0,,FALSE,FALSE,0,,,,,,,,,,,,20,499,6.83,7.8,75,0.24,,,,,,,,,,,
6350,12-MOHK-104.4_20090828,,,,,,,,,,,,,,,,TRUE,M,,,,,,FALSE,FALSE,3.3,,,,,,1,,0,,FALSE,FALSE,0,,,,,,,,,,,,19.399999999999999,475,7.9,7.9,86,0.23,,,,,,,,,,,
6351,12-MOHK-107.1_20090828,,,,,,,,,,,,,,,,TRUE,M,,,,,,FALSE,FALSE,3.3,,,,,,1.3,,0,,FALSE,FALSE,0,,,,,,,,,,,,19.100000000000001,481,7.1,8,76,0.23,,,,,,,,,,,
6352,12-MOHK-107.6_20090828,,,,,,,,,,,,,,,,TRUE,M,,,,,,FALSE,FALSE,1.3,,,,,,1.3,,0,,FALSE,FALSE,0,,,,,,,,,,,,19.399999999999999,431,6.85,7.97,75,0.21,,,,,,,,,,,
6353,14-EDEL-18.9_20090831,,,,,,,,,,,,,,,,TRUE,M,,,,,,FALSE,FALSE,0.3,,40,,111,,,,10,,FALSE,TRUE,,25,15,,10,40,30,10,10,,,,14.1,63,13.3,8.2,129,,,,,,,,,,,,
6354,14-EDEL-24.7_20090831,,,,,,,,,,,,,,,,TRUE,M,,,,,,FALSE,FALSE,0.3,,40,,111,,,,10,,FALSE,TRUE,,25,25,,15,35,30,10,10,,,,12.1,62,14.3,7.9,132,,,,,,,,,,,,
6355,14-EDEL-28.0_20090831,,,,,,,,,,,,,,,,TRUE,M,,,,,,FALSE,FALSE,0.4,,30,,40,,,,30,,FALSE,TRUE,,25,40,,30,20,20,10,20,,,,12,60,13,8,122,,,,,,,,,,,,
6356,14-LAUN-0.4_20090831,,,,,,,,,,,,,,,,FALSE,N,,,,,,FALSE,FALSE,0.1,,12,,50,,,,40,,FALSE,FALSE,,,10,,,40,30,20,10,,,,14.8,55,10.4,7.7,103,,,,,,,,,,,,
6357,14-LDEL-1.7_20090831,,,,,,,,,,,,,,,,TRUE,M,,,,,,FALSE,FALSE,0.3,,20,,59,,,,10,,FALSE,TRUE,,25,10,,,20,40,20,20,,,,15.1,74,10.5,7.8,1040,,,,,,,,,,,,
6358,14-PIMT-0.1_20090831,,,,,,,,,,,,,,,,TRUE,M,,,,,,FALSE,FALSE,0.1,,5,,77,,,,10,,FALSE,TRUE,0,75,20,,10,30,40,10,10,,,,13,30,12.3,7.1,119,,,,,,,,,,,,
6359,14-WDEL-49.5_20090831,,,,,,,,,,,,,,,,FALSE,N,,,,,,FALSE,FALSE,0.3,,40,,130,,,,10,,FALSE,TRUE,0,25,25,,,30,35,25,10,,,,16.3,104,9.5,7.6,97,,,,,,,,,,,,
6360,14-WDEL-51.0_20090831,,,,,,,,,,,,,,,,TRUE,M,,,,,,FALSE,FALSE,0.5,,25,,167,,,,10,,FALSE,TRUE,,10,25,,20,30,30,10,10,,,,16,101,10.3,7.4,104,,,,,,,,,,,,
6361,14-WDEL-68.4_20090831,,,,,,,,,,,,,,,,TRUE,M,,,,,,FALSE,FALSE,0.4,,15,,143,,,,20,,FALSE,TRUE,,10,20,,10,30,30,10,20,,,,15.8,122,10.2,7.5,103,,,,,,,,,,,,
6362,14-WDEL-75.3_20090831,,,,,,,,,,,,,,,,TRUE,M,,,,,,FALSE,FALSE,0.2,,6,,91,,,,20,,FALSE,TRUE,,75,25,,,30,40,20,10,,,,15.9,112,9.2,6.8,93,,,,,,,,,,,,
6363,14-WDEL-75.7_20090831,,,,,,,,,,,,,,,,TRUE,M,,,,,,FALSE,FALSE,0.2,,8,,83,,,,40,,FALSE,TRUE,,50,20,,10,30,30,10,20,,,,14.8,222,9.9,7.4,98,,,,,,,,,,,,
6364,14-ANAW-0.4_20090901,,,,,,,,,,,,,,,,FALSE,N,,,,,,FALSE,FALSE,0.1,,3,,80,,,,50,,FALSE,FALSE,0,90,60,,5,5,70,20,,,,,17.88,174,9.6,6.6,101.5,0.08,,,,,,,,,,,
6365,14-BEAV-18.5_20090901,,,,,,,,,,,,,,,,TRUE,M,,,,,,FALSE,FALSE,0.4,,25,,120,,,,50,,FALSE,FALSE,0,50,20,,10,30,30,20,10,,,,17.600000000000001,41,8.4,7.1,88,,,,,,,,,,,,
6366,14-BUSH-0.6_20090901,,,,,,,,,,,,,,,,TRUE,M,,,,,,FALSE,FALSE,0.3,,18,,90,,,,80,,FALSE,FALSE,0,75,30,,10,20,30,20,20,,,,13.3,82,9.6,7.2,92,,,,,,,,,,,,
6367,14-BUSH-2.9_20090901,,,,,,,,,,,,,,,,TRUE,M,,,,,,FALSE,FALSE,0.2,,12,,90,,,,50,,FALSE,FALSE,0,50,20,,,30,30,20,20,,,,12.8,79,9.4,6.7,88,,,,,,,,,,,,
6368,14-CALL-0.2_20090901,,,,,,,,,,,,,,,,TRUE,M,,,,,,FALSE,FALSE,0.3,,25,,125,,,,100,,FALSE,TRUE,0,10,40,,10,70,20,,,,,,18.010000000000002,113,8.87,,93.7,0.05,,,,,,,,,,,
6369,14-CALL-1.7_20090901,,,,,,,,,,,,,,,,FALSE,N,,,,,,FALSE,FALSE,0.3,,20,,125,,,,100,,FALSE,TRUE,0,25,65,,10,50,30,,10,,,,18.829999999999998,106,8.75,,94,0.05,,,,,,,,,,,
6370,14-CALL_E-0.2_20090901,,,,,,,,,,,,,,,,TRUE,M,,,,,,FALSE,FALSE,0.3,,17,,143,,,,100,,FALSE,FALSE,0,25,30,,10,60,20,,10,,,,18.7,115,8.14,,87.3,0.05,,,,,,,,,,,
6371,14-CALL_E-9.5_20090901,,,,,,,,,,,,,,,,FALSE,N,,,,,,FALSE,FALSE,0.3,,10,,111,,,,100,,FALSE,TRUE,0,25,40,,10,50,20,15,5,,,,19.46,105,7.99,,86.8,0.05,,,,,,,,,,,
6372,14-CALL_N-0.6_20090901,,,,,,,,,,,,,,,,FALSE,N,,,,,,FALSE,FALSE,0.3,,15,,91,,,,100,,FALSE,FALSE,0,75,40,,20,60,10,,10,,,,16.739999999999998,100,8.49,,87,0.05,,,,,,,,,,,
6373,14-CATL-0.1_20090901,,,,,,,,,,,,,,,,TRUE,M,,,,,,FALSE,FALSE,0.3,,5,,100,,,,10,,FALSE,FALSE,0,90,20,,30,30,20,10,10,,,,14.9,74,8.4,6.8,83,,,,,,,,,,,,
6374,14-DELA-50.4_20090901,,,,,,,,,,,,,,,,TRUE,M,,,,,,FALSE,FALSE,1,,45,,143,,,,100,,FALSE,TRUE,0,0,25,,40,40,15,5,,,,,18.100000000000001,107,9.22,,98.7,0.05,,,,,,,,,,,
6375,14-EDEL-51.3_20090901,,,,,,,,,,,,,,,,TRUE,M,,,,,,FALSE,FALSE,0.5,,30,,75,,,,50,,FALSE,FALSE,0,75,30,,10,20,20,30,20,,,,15.5,76,9.3,7.4,93,,,,,,,,,,,,
6376,14-EDEL-55.3_20090901,,,,,,,,,,,,,,,,TRUE,M,,,,,,FALSE,FALSE,0.2,,18,,60,,,,56,,FALSE,FALSE,0,75,40,,,20,40,20,20,,,,16.899999999999999,103,8.9,7.4,92,,,,,,,,,,,,
6377,14-GAUP-1.6_20090901,,,,,,,,,,,,,,,,TRUE,M,,,,,,,,,,,,,,,,,,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6378,14-HANK-2.0_20090901,,,,,,,,,,,,,,,,TRUE,M,,,,,,FALSE,FALSE,0.3,,6,,125,,,,100,,FALSE,TRUE,0,25,50,,20,50,20,5,5,,,,15.11,70,12.25,,121.9,0.03,,,,,,,,,,,
6379,14-KERR-1.6_20090901,,,,,,,,,,,,,,,,TRUE,M,,,,,,FALSE,FALSE,0.3,,5,,111,,,,100,,FALSE,FALSE,0,75,30,,15,25,40,15,5,,,,13.36,118,10.31,,98.7,0.05,,,,,,,,,,,
